Date,Stock,Buy,Sell,PnL,Reason
2023-12-05,ADANIENT.NS,2463.076580436862,2956.727783203125,24188.908935546882,TARGET_HIT
2023-12-05,ADANIPORTS.NS,845.816911969866,1003.8877563476562,23236.41412353516,TARGET_HIT
2023-12-05,ACC.NS,2005.65771484375,2169.82470703125,6074.1787109375,TARGET_HIT
2023-12-05,ADANIGREEN.NS,1123.75,1348.5,14833.5,TARGET_HIT
2023-12-05,ADANIPOWER.NS,92.94000244140624,107.62999725341795,11840.135818481445,TARGET_HIT
2023-12-06,ADANIGREEN.NS,1348.5,1563.449951171875,11822.247314453125,TARGET_HIT
2023-12-06,ADANIPORTS.NS,1003.8877563476562,1008.6936645507812,355.63720703125,RSI_OVERBOUGHT
2023-12-06,ADANIPOWER.NS,107.62999725341795,112.08999633789062,3104.1593627929788,RSI_OVERBOUGHT
2023-12-07,ADANIGREEN.NS,1563.449951171875,1624.1500244140625,2852.9034423828125,RSI_OVERBOUGHT
2023-12-07,ADANIPORTS.NS,1008.6936645507812,1030.1964111328125,1591.2032470703125,RSI_OVERBOUGHT
2023-12-07,ADANIPOWER.NS,112.08999633789062,112.4800033569336,260.9146957397461,RSI_OVERBOUGHT
2023-12-12,ABBOTINDIA.NS,22605.71707589286,22190.9453125,-2903.402343750011,TRAILING_STOP
2023-12-12,ADANIGREEN.NS,1624.1500244140625,1463.9000244140625,-7371.5,TRAILING_STOP
2023-12-12,ADANIPORTS.NS,1030.1964111328125,1032.475341796875,164.0830078125,RSI_OVERBOUGHT
2023-12-13,ADANIPORTS.NS,1032.475341796875,1053.8294677734375,1537.4970703125,RSI_OVERBOUGHT
2023-12-20,ACC.NS,2141.3287963867188,2072.34716796875,-5518.5302734375,TRAILING_STOP
2023-12-20,ABBOTINDIA.NS,22173.77578125,21520.259765625,-3267.5800781249927,BEAR_ZONE
2023-12-26,ADANIGREEN.NS,1459.2000244140625,1600.199951171875,11984.993774414066,TARGET_HIT
2023-12-28,APLAPOLLO.NS,1601.922693323206,1532.593505859375,-7487.552246093745,TRAILING_STOP
2024-01-02,ACC.NS,2103.25410275343,2251.759033203125,12177.404296875004,TARGET_HIT
2024-01-02,ADANIPORTS.NS,1002.9464111328124,1068.5941162109375,4857.930175781258,TARGET_HIT
2024-01-03,ADANIGREEN.NS,1589.6444886933773,1697.25,11729.000732421875,TARGET_HIT
2024-01-04,ADANIPOWER.NS,103.01233874838822,111.70999908447266,14768.627250671378,TARGET_HIT
2024-01-08,ADANIPORTS.NS,1085.7280466180098,1158.221435546875,8264.246337890634,TARGET_HIT
2024-01-08,PAGEIND.NS,37663.78515625,36332.59765625,-1331.1875,BEAR_ZONE
2024-01-10,ABBOTINDIA.NS,22463.695870535714,23925.630859375,10233.544921875004,TARGET_HIT
2024-01-12,ADANIENT.NS,2914.2365060579978,3101.349365234375,11039.658691406257,TARGET_HIT
2024-01-15,ABBOTINDIA.NS,24202.62890625,25482.3515625,5118.890625,RSI_OVERBOUGHT
2024-01-23,ACC.NS,2280.4126233552633,2192.81591796875,-6657.349609375015,TRAILING_STOP
2024-01-23,ADANIPORTS.NS,1200.4480561191597,1126.7601318359375,-7589.856201171884,TRAILING_STOP
2024-01-25,ACC.NS,2192.81591796875,2450.73583984375,8769.27734375,TARGET_HIT
2024-01-29,AIAENG.NS,3719.9823183001895,3991.90380859375,8973.409179687496,TARGET_HIT
2024-02-01,ABB.NS,4660.011745876736,4487.69140625,-6203.532226562507,TRAILING_STOP
2024-02-01,ADANIENT.NS,2959.246893521013,3150.70556640625,11104.603027343739,TARGET_HIT
2024-02-02,ABBOTINDIA.NS,24742.589192708332,27284.705078125,15252.695312500007,TARGET_HIT
2024-02-02,ADANIPORTS.NS,1163.0862406276217,1249.9793701171875,12947.076293945305,TARGET_HIT
2024-02-07,ADANIGREEN.NS,1691.0093276079963,1866.0,17849.04858398438,TARGET_HIT
2024-02-07,ABBOTINDIA.NS,27284.705078125,27929.384765625,1289.359375,RSI_OVERBOUGHT
2024-02-08,AIAENG.NS,4422.53955078125,3901.4443359375,-8337.5234375,TRAILING_STOP
2024-02-16,ACC.NS,2521.512635161911,2701.75341796875,12436.61401367189,TARGET_HIT
2024-02-21,ABB.NS,4435.106959292763,4920.71044921875,18452.932617187493,TARGET_HIT
2024-03-04,ABBOTINDIA.NS,27906.9990234375,26839.13671875,-4271.44921875,TRAILING_STOP
2024-03-12,ACC.NS,2685.7439453125,2544.0419921875,-6376.587890624992,TRAILING_STOP
2024-03-13,ADANIENT.NS,3178.6025713074882,2903.624755859375,-14573.824218750002,TRAILING_STOP
2024-03-13,ADANIPORTS.NS,1258.8918209352355,1198.551513671875,-8326.96240234375,TRAILING_STOP
2024-03-13,ADANIGREEN.NS,1870.0397778582828,1725.0,-13488.699340820303,TRAILING_STOP
2024-03-19,ADANIPOWER.NS,109.28825050148836,103.63999938964844,-9031.553527832042,TRAILING_STOP
2024-03-22,ABB.NS,5486.861165364583,5890.79541015625,12118.02734375001,TARGET_HIT
2024-03-26,ABBOTINDIA.NS,26860.96240234375,25959.32421875,-3606.552734375,TRAILING_STOP
2024-03-28,ADANIPORTS.NS,1245.6515052872476,1329.6484375,8315.69628906249,TARGET_HIT
2024-03-28,ABB.NS,5875.94833984375,6279.1953125,8064.939453125007,TARGET_HIT
2024-04-01,AIAENG.NS,3695.083066998106,3953.4892578125,8527.404296875002,TARGET_HIT
2024-04-01,ADANIPOWER.NS,103.63999938964844,112.08999633789062,6109.347793579102,TARGET_HIT
2024-04-02,ACC.NS,2445.4793526785716,2630.4951171875,12951.10351562499,TARGET_HIT
2024-04-03,ADANIPOWER.NS,112.08999633789062,123.56999969482422,7680.122245788574,TARGET_HIT
2024-04-12,ACC.NS,2617.028982451468,2451.38134765625,-10932.743896484386,TRAILING_STOP
2024-04-18,ADANIENT.NS,3104.4920543323865,3016.62451171875,-4832.714843750007,TRAILING_STOP
2024-04-18,ADANIPORTS.NS,1354.5635070800781,1283.76953125,-9061.62890625,TRAILING_STOP
2024-04-19,ABB.NS,6338.0141796875,6211.82080078125,-3154.834472656239,TRAILING_STOP
2024-04-23,ABBOTINDIA.NS,26260.712890625,25010.484375,-5000.9140625,TRAILING_STOP
2024-04-29,AIAENG.NS,3952.141015625,3739.1630859375,-6389.337890624997,TRAILING_STOP
2024-05-06,ADANIENT.NS,3041.36259765625,2872.1025390625,-6770.402343749993,TRAILING_STOP
2024-05-06,ABB.NS,6256.934045862268,6875.744140625,16707.872558593757,TARGET_HIT
2024-05-07,ADANIGREEN.NS,1856.4258481917843,1726.0,-12129.603881835943,TRAILING_STOP
2024-05-09,ADANIPORTS.NS,1292.2809626261394,1233.2332763671875,-5668.577880859382,TRAILING_STOP
2024-05-10,ACC.NS,2450.789756000906,2343.97265625,-7370.379882812513,TRAILING_STOP
2024-05-13,ABB.NS,6873.677836100261,7909.9267578125,24869.974121093743,TARGET_HIT
2024-05-14,ADANIENT.NS,2829.4862200627563,3034.8583984375,12527.702880859368,TARGET_HIT
2024-05-14,ADANIPORTS.NS,1233.2332763671875,1319.1448974609375,5154.697265625,TARGET_HIT
2024-05-15,ADANIPOWER.NS,119.11189808222768,127.9499969482422,9271.165710449231,TARGET_HIT
2024-05-16,ABB.NS,7965.589146205357,8227.8388671875,5507.2441406250055,RSI_OVERBOUGHT
2024-05-17,ABB.NS,8227.8388671875,8293.4228515625,590.255859375,RSI_OVERBOUGHT
2024-05-21,ADANIGREEN.NS,1739.0702224885574,1859.3499755859373,11907.695556640605,TARGET_HIT
2024-05-21,ADANIPOWER.NS,127.9499969482422,136.00999450683594,4723.158569335929,TARGET_HIT
2024-05-21,ABB.NS,8293.4228515625,8469.716796875,1586.6455078125,RSI_OVERBOUGHT
2024-05-22,AIAENG.NS,3739.1630859375,3615.989990234375,-2463.4619140625,BEAR_ZONE
2024-05-23,ACC.NS,2408.9747194102115,2598.466064453125,13453.885498046859,TARGET_HIT
2024-05-23,ADANIENT.NS,3061.16357421875,3384.29833984375,18095.546875,TARGET_HIT
2024-05-23,ADANIPORTS.NS,1336.0225271772044,1430.2254638671875,12152.178833007814,TARGET_HIT
2024-05-30,ALKEM.NS,5265.818401834239,4856.50048828125,-9414.312011718746,TRAILING_STOP
2024-05-31,ADANIPOWER.NS,138.40139829706598,151.16000366210938,16114.118576049807,TARGET_HIT
2024-06-03,ADANIGREEN.NS,1869.6793372112772,2038.0,15485.500976562493,TARGET_HIT
2024-06-03,ADANIENT.NS,3333.152640548407,3642.019775390625,15752.223876953123,TARGET_HIT
2024-06-03,ADANIPORTS.NS,1399.802269720262,1569.5469970703125,21048.346191406254,TARGET_HIT
2024-06-03,ADANIPOWER.NS,151.16000366210938,174.89999389648438,11775.03515625,TARGET_HIT
2024-06-04,ABB.NS,8397.657606336805,7595.3818359375,-14440.963867187485,TRAILING_STOP
2024-06-04,ACC.NS,2540.3716512651586,2266.407958984375,-18355.5673828125,TRAILING_STOP
2024-06-05,ADANIGREEN.NS,1646.0,1828.8499755859373,8228.248901367177,TARGET_HIT
2024-06-05,ADANIPORTS.NS,1237.5931396484375,1342.282470703125,6281.35986328125,TARGET_HIT
2024-06-07,ACC.NS,2311.212001584611,2481.970458984375,9050.198242187504,TARGET_HIT
2024-06-07,ADANIENT.NS,3006.5249916634907,3216.697265625,8617.06323242188,TARGET_HIT
2024-06-10,ABBOTINDIA.NS,25159.34375,27160.017578125,8002.6953125,TARGET_HIT
2024-06-10,ADANIPOWER.NS,144.58999633789062,153.94000244140625,4843.303161621094,TARGET_HIT
2024-06-13,ABB.NS,7751.755301339285,8367.97265625,12940.564453125007,TARGET_HIT
2024-06-14,ABB.NS,8367.97265625,8936.03515625,4544.5,TARGET_HIT
2024-06-18,ALKEM.NS,4807.53115234375,5122.798828125,7881.691894531241,TARGET_HIT
2024-06-19,AIAENG.NS,4085.882080078125,4234.5322265625,2675.70263671875,RSI_OVERBOUGHT
2024-06-21,ADANIPORTS.NS,1376.723189453125,1478.3077392578125,12698.068725585927,TARGET_HIT
2024-06-24,AIAENG.NS,4226.25652204241,4258.8701171875,913.1806640625109,RSI_OVERBOUGHT
2024-07-01,ACC.NS,2537.177628702192,2738.545654296875,13491.657714843754,TARGET_HIT
2024-07-12,ABB.NS,8762.939181857639,8132.83154296875,-11341.937499999996,TRAILING_STOP
2024-07-19,ABB.NS,8132.83154296875,7549.5625,-5249.42138671875,TRAILING_STOP
2024-07-30,AIAENG.NS,4258.8701171875,4620.359375,6145.3173828125,TARGET_HIT
2024-08-01,ADANIPORTS.NS,1486.1761474609375,1582.451171875,7990.8270263671875,TARGET_HIT
2024-08-01,ACC.NS,2673.197456691576,2477.8974609375,-8983.799804687496,TRAILING_STOP
2024-08-05,ADANIPORTS.NS,1582.451171875,1486.6173095703125,-4504.1915283203125,TRAILING_STOP
2024-08-06,ACC.NS,2433.892822265625,2332.932861328125,-5148.9580078125,BEAR_ZONE
2024-08-08,ALKEM.NS,5225.931640625,5583.23779296875,5002.2861328125,TARGET_HIT
2024-08-22,ABBOTINDIA.NS,26731.20751953125,28756.09765625,8099.560546875,TARGET_HIT
2024-08-26,ADANIPOWER.NS,150.88692094541193,132.25999450683594,-21588.607742309574,TRAILING_STOP
2024-08-28,AIAENG.NS,4544.124551309122,4336.619140625,-7677.700195312502,TRAILING_STOP
2024-08-30,ALKEM.NS,5583.23779296875,6063.0458984375,6237.50537109375,TARGET_HIT
2024-09-04,ADANIENT.NS,3242.526330336085,3010.857421875,-12278.452148437495,BEAR_ZONE
2024-09-11,ADANIPORTS.NS,1493.8082085971175,1423.673583984375,-8135.616455078133,TRAILING_STOP
2024-09-13,ADANIGREEN.NS,1838.829237917636,1788.199951171875,-4759.152954101531,TRAILING_STOP
2024-09-16,ADANIGREEN.NS,1788.199951171875,1930.800048828125,5846.60400390625,TARGET_HIT
2024-09-18,ABBOTINDIA.NS,28917.64794921875,27401.416015625,-6064.927734375,TRAILING_STOP
2024-09-19,ACC.NS,2472.066093893612,2433.02880859375,-2654.535400390623,BEAR_ZONE
2024-09-23,ALKEM.NS,6077.7654296875,5878.4140625,-3987.0273437499964,TRAILING_STOP
2024-09-24,ADANIGREEN.NS,1943.5579465835813,2070.550048828125,8000.5024414062555,TARGET_HIT
2024-09-25,ACC.NS,2476.30419921875,2446.026123046875,-908.34228515625,BEAR_ZONE
2024-09-30,ADANIGREEN.NS,2066.75,1902.699951171875,-5905.8017578125,TRAILING_STOP
2024-10-01,ABB.NS,7654.929547991072,8202.2578125,11493.893554687496,TARGET_HIT
2024-10-03,ACC.NS,2503.344970703125,2448.86474609375,-1579.926513671875,BEAR_ZONE
2024-10-04,ADANIGREEN.NS,1807.800048828125,1801.199951171875,-270.60400390625,BEAR_ZONE
2024-10-07,ADANIPOWER.NS,129.4122556492984,125.08999633789062,-5839.372329711907,BEAR_ZONE
2024-10-07,AMBUJACEM.NS,624.812744140625,588.19677734375,-4393.916015625,BEAR_ZONE
2024-10-07,ADANIPORTS.NS,1401.3819580078125,1348.6385498046875,-2795.400634765625,TRAILING_STOP
2024-10-07,ADANIENT.NS,3107.9193359375,3016.504638671875,-3656.5878906249964,BEAR_ZONE
2024-10-08,AIAENG.NS,4326.111490885417,4110.701171875,-8401.002441406261,TRAILING_STOP
2024-10-16,ADANIPOWER.NS,126.88999938964844,125.16000366210938,-1022.4274749755859,BEAR_ZONE
2024-10-21,APARINDS.NS,10462.510387073864,9717.21875,-8198.208007812504,TRAILING_STOP
2024-10-22,ADANIPORTS.NS,1391.591802781628,1356.2515869140625,-4382.186767578131,BEAR_ZONE
2024-10-22,AIAENG.NS,4104.117211318598,3961.730224609375,-5837.866455078126,BEAR_ZONE
2024-10-23,ABB.NS,8337.90925678454,7642.4521484375,-13213.685058593761,TRAILING_STOP
2024-10-23,ALKEM.NS,6072.479631696428,5752.73779296875,-8952.771484374996,TRAILING_STOP
2024-10-23,APLAPOLLO.NS,1554.832710884713,1481.7283935546875,-8114.579223632822,BEAR_ZONE
2024-10-31,ADANIPORTS.NS,1389.4400634765625,1369.2880859375,-1068.0548095703125,BEAR_ZONE
2024-10-31,APARINDS.NS,9374.74609375,10003.125,5027.03125,TARGET_HIT
2024-10-31,ASHOKLEY.NS,101.25508880615234,100.66996002197266,-432.99530029296875,BEAR_ZONE
2024-10-31,ASIANPAINT.NS,2959.55517578125,2899.310302734375,-1506.121826171875,BEAR_ZONE
2024-11-04,APOLLOTYRE.NS,496.147705078125,476.7419738769531,-2930.265411376953,BEAR_ZONE
2024-11-07,ABB.NS,7368.705993652344,6944.00927734375,-6795.1474609375,BEAR_ZONE
2024-11-11,APARINDS.NS,10003.125,8683.0419921875,-9240.5810546875,TRAILING_STOP
2024-11-11,AUROPHARMA.NS,1391.2774658203125,1284.2293701171875,-5673.549072265625,TRAILING_STOP
2024-11-13,ABBOTINDIA.NS,27583.41845703125,27250.271484375,-1332.587890625,TRAILING_STOP
2024-11-13,APOLLOHOSP.NS,6966.171813964844,6831.337890625,-3236.01416015625,TRAILING_STOP
2024-11-13,APLAPOLLO.NS,1515.16162109375,1493.0887451171875,-1081.5709228515625,BEAR_ZONE
2024-11-26,BEL.NS,275.6475830078125,294.3204650878906,5079.02392578125,TARGET_HIT
2024-11-29,APARINDS.NS,9423.5068359375,10041.8955078125,4328.720703125,TARGET_HIT
2024-11-29,BHARTIARTL.NS,1512.8526611328125,1613.6600341796875,4939.561279296875,TARGET_HIT
2024-12-03,APOLLOHOSP.NS,6660.0771484375,7097.96337890625,4816.74853515625,TARGET_HIT
2024-12-05,BSE.NS,1570.8289794921875,1726.18896484375,7301.9193115234375,TARGET_HIT
2024-12-12,ALKEM.NS,5612.175553385417,5340.72998046875,-8143.367187499998,TRAILING_STOP
2024-12-13,BOSCHLTD.NS,33842.6640625,35981.2421875,4277.15625,TARGET_HIT
2024-12-13,ALKEM.NS,5340.72998046875,5279.1201171875,-862.5380859375,BEAR_ZONE
2024-12-16,ABB.NS,7352.335893110795,7827.5166015625,10453.97558593751,TARGET_HIT
2024-12-17,BAJAJFINSV.NS,1678.8819580078125,1642.349853515625,-1607.41259765625,BEAR_ZONE
2024-12-19,ASHOKLEY.NS,110.76174019739805,106.98004150390624,-5967.520538330091,TRAILING_STOP
2024-12-19,ABB.NS,7798.5890625,7293.3544921875,-7578.518554687503,BEAR_ZONE
2024-12-19,BAJFINANCE.NS,710.8934326171875,687.612060546875,-2444.5440673828125,BEAR_ZONE
2024-12-20,ALKEM.NS,5398.7041015625,5333.11474609375,-852.66162109375,BEAR_ZONE
2024-12-24,APLAPOLLO.NS,1565.8906183416193,1510.976318359375,-6040.572998046873,BEAR_ZONE
2025-01-01,ABBOTINDIA.NS,27844.1611328125,29607.6875,7054.10546875,TARGET_HIT
2025-01-02,ASHOKLEY.NS,106.79913390199803,115.20777130126952,13764.93942260742,TARGET_HIT
2025-01-03,APARINDS.NS,10049.929626464844,10886.2470703125,13381.0791015625,TARGET_HIT
2025-01-03,APOLLOTYRE.NS,528.9340161872633,503.0256652832031,-8549.755798339856,TRAILING_STOP
2025-01-06,BEL.NS,291.0045190896845,278.7597351074219,-7359.115173339834,TRAILING_STOP
2025-01-07,BOSCHLTD.NS,33637.319010416664,32518.33984375,-3356.9374999999927,BEAR_ZONE
2025-01-08,APARINDS.NS,11597.3369140625,10721.671875,-5253.990234375,TRAILING_STOP
2025-01-09,ALKEM.NS,5466.0615234375,5359.10498046875,-1390.43505859375,BEAR_ZONE
2025-01-09,ASHOKLEY.NS,109.56645965576172,104.62786102294922,-3378.00146484375,BEAR_ZONE
2025-01-10,APOLLOHOSP.NS,7226.201837713068,7008.52392578125,-4788.914062499996,TRAILING_STOP
2025-01-10,APLAPOLLO.NS,1570.5141477946993,1515.4107666015625,-4353.167114257806,BEAR_ZONE
2025-01-13,ABBOTINDIA.NS,29480.458984375,28163.55078125,-3950.724609375,TRAILING_STOP
2025-01-15,BSE.NS,1746.9686094341855,1922.6029052734373,17387.795288085923,TARGET_HIT
